"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000097915",7.31443872046505,1.39624188528325,0.990520136411335,1.40960474598916,0.158656424853113,0.999946065340253
"ENSMUSG00000000531",20.4353458608999,-0.293839306977291,0.60972120388079,-0.481924041852317,0.629859906508464,0.999946065340253
"ENSMUSG00000023034",61.7917762020705,1.02643111242446,0.39618908984489,2.5907606714418,0.00957640646170621,0.999946065340253
"ENSMUSG00000037204",19.1791923015512,-0.415373620294967,0.630037109003665,-0.659284372871045,0.509713175458067,0.999946065340253
"ENSMUSG00000064201",3.98418604486417,-0.806752929271771,1.28839049397727,-0.626171128274412,0.531202702330709,0.999946065340253
"ENSMUSG00000046834",2.99178857004076,-1.07188829621885,1.48219819916366,-0.723174739264744,0.469572536199447,NA
"ENSMUSG00000067594",6.88445574334168,0.561776429695679,0.991879698765315,0.566375569935522,0.571138498459895,0.999946065340253
"ENSMUSG00000023043",2.41423295358125,0.546301698719401,1.77939399971298,0.307015590030944,0.758831505790311,NA
"ENSMUSG00000058655",81.7770140977042,-0.0438179105265693,0.332398520389741,-0.131823422304023,0.895123959902709,0.999946065340253
"ENSMUSG00000037003",16.057285223491,-0.0234457474545316,0.66207272897711,-0.0354126464184,0.971750700653947,0.999946065340253
"ENSMUSG00000036966",109.56485927632,-0.00227067682326907,0.30328760474278,-0.00748687644255968,0.994026392684648,0.999946065340253
"ENSMUSG00000023046",20.0614838942644,0.234143517523119,0.658384703413884,0.355633289031516,0.722115210326871,0.999946065340253
"ENSMUSG00000023044",11.7875313639396,0.538949531643976,0.763333138634695,0.706047601454781,0.480158535592457,0.999946065340253
"ENSMUSG00000046897",34.3142892319566,-0.0867821917811993,0.475022462132529,-0.182690711912035,0.855040703930771,0.999946065340253
"ENSMUSG00000001288",6.1751777641804,-0.415950376574179,1.03561068367956,-0.401647436753253,0.687943513512739,0.999946065340253
"ENSMUSG00000045665",24.7733013147696,-0.764575364965558,0.565412009873664,-1.35224464923622,0.176297064663123,0.999946065340253
"ENSMUSG00000001289",93.5606396706705,-0.40226811413845,0.328784995797341,-1.22349900171966,0.221141281004007,0.999946065340253
"ENSMUSG00000001285",17.6066807156759,-1.02456001859184,0.676240520500925,-1.51508226367875,0.129751572673624,0.999946065340253
"ENSMUSG00000036678",9.38298011592681,0.0802367688928329,0.839181903732516,0.0956130828560001,0.923827874191538,0.999946065340253
"ENSMUSG00000001280",4.68078309225902,0.388401805711689,1.17388268022623,0.330869355391492,0.74074317030844,0.999946065340253
"ENSMUSG00000023048",20.1624219791107,0.148194318960861,0.595362826018977,0.248914296432975,0.803427076333291,0.999946065340253
"ENSMUSG00000056851",94.4305387465047,-0.11588238908062,0.314758285570966,-0.368163109258305,0.712751615956482,0.999946065340253
"ENSMUSG00000023050",48.269757530253,-0.0923895916037881,0.414623119924399,-0.222827881910286,0.823669466891132,0.999946065340253
"ENSMUSG00000023051",11.5900616599286,0.239845230545336,0.770204266294817,0.311404702676015,0.75549297929756,0.999946065340253
"ENSMUSG00000099083",8.17075029975751,0.0105395823467648,0.899491864212475,0.0117172625635613,0.990651191029091,0.999946065340253
"ENSMUSG00000062683",37.1255661229505,-0.726494692804418,0.461236795104358,-1.57510133735112,0.115233055421835,0.999946065340253
"ENSMUSG00000023055",54.0153871149316,-0.360284036849088,0.405288640733184,-0.88895666110286,0.374026371990662,0.999946065340253
